Date,Chain,Category,Buyer,Total Units,Sale Price,Cost Price,Suburb,State,Postcode,Manager
01/01/2016,Ready Wear,Intimate,Sara Ferrell,18,2.98,3.5,Epping,VIC,3076,Brian Hubbard
01/01/2016,Bellings,Accessories,Maggie Mayer,105,4.44,4.53,Ashfield,NSW,2131,Lillian Pruitt
01/01/2016,Bellings,Kids,Elizabeth Gentry,19,3.47,3.95,Sunbury,VIC,3429,Jerry Fulton
01/01/2016,Bellings,Juniors,Chester George,17,5.41,5.94,Shepparton,VIC,3630,Owen Pierce
01/01/2016,Bellings,Juniors,Chester George,4,8.5,10.75,Alice Springs,NT,870,Michael Carney
01/01/2016,Ready Wear,Home,Richard Carr,1136,1.91,1.42,Darwin,NT,800,Michael Carney
01/01/2016,Bellings,Juniors,Chester George,3,7,10,Warrnambool,VIC,3280,Jerry Fulton
01/01/2016,Ready Wear,Womens,Amy Buchanan,5,8.2,10,Bussleton,WA,6280,Miles Hammond
01/01/2016,Ready Wear,Home,Richard Carr,937,3.64,2.73,Darwin,NT,800,Michael Carney
01/01/2016,Ready Wear,Intimate,Sara Ferrell,27,1.33,1.66,Bathurst,NSW,2795,John Gardner
01/01/2016,Ready Wear,Groceries,Chris Monroe,4,0.49,1.86,Darwin,NT,800,Michael Carney
01/01/2016,Ready Wear,Juniors,Chester George,15,6.93,7.5,Epping,VIC,3076,Brian Hubbard
01/01/2016,Bellings,Womens,Amy Buchanan,4,11.25,13.38,Prospect,SA,5082,Ray Watson
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,-1,19.99,11.5,Southport,QLD,4215,Ricky Wilkinson
01/01/2016,Ready Wear,Groceries,Chris Monroe,224,1.63,1.25,Darwin,NT,800,Michael Carney
01/01/2016,Ready Wear,Groceries,Chris Monroe,513,1.45,1.12,Darwin,NT,800,Michael Carney
01/01/2016,Bellings,Womens,Amy Buchanan,46,4.37,4.55,Shepparton,VIC,3630,Owen Pierce
01/01/2016,Bellings,Accessories,Maggie Mayer,73,6.84,6.95,Shepparton,VIC,3630,Owen Pierce
01/01/2016,Ready Wear,Juniors,Chester George,7,5.29,6.47,North Lakes,QLD,4509,Ricky Wilkinson
01/01/2016,Ready Wear,Womens,Amy Buchanan,9,18.89,19.81,Armidale,NSW,2350,Claire Bridges
01/01/2016,Ready Wear,Groceries,Chris Monroe,986,1.07,0.82,Darwin,NT,800,Michael Carney
01/01/2016,Ready Wear,Groceries,Chris Monroe,317,0.61,0.64,Indooroopilly,QLD,4068,Terri Wright
01/01/2016,Ready Wear,Juniors,Chester George,2,6,10,Chatswood,NSW,2067,Jeremy Garcia
01/01/2016,Ready Wear,Womens,Amy Buchanan,4,3,5,Belconnen,ACT,2617,George Chester
01/01/2016,Ready Wear,Womens,Amy Buchanan,2,3.26,7.26,Chadstone,VIC,3148,Rachael Long
01/01/2016,Bellings,Juniors,Chester George,1,-2.99,5,Esperance,WA,6450,John Harper
01/01/2016,Bellings,Accessories,Maggie Mayer,84,3.61,3.71,Mildura,VIC,3500,Jerry Fulton
01/01/2016,Bellings,Groceries,Chris Monroe,27,1.18,1.46,Penrith,NSW,2750,John Gardner
01/01/2016,Ready Wear,Juniors,Chester George,4,5.5,7.38,Armidale,NSW,2350,Claire Bridges
01/01/2016,Bellings,Juniors,Chester George,1,3,10.5,Ballina,NSW,2478,Claire Bridges
01/01/2016,Ready Wear,Accessories,Maggie Mayer,1,7,14.5,Wagga Wagga,NSW,2650,John Gardner
01/01/2016,Bellings,Juniors,Chester George,1,3,10.5,Penrith,NSW,2750,John Gardner
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,3,2,4.5,Orange,NSW,2800,John Gardner
01/01/2016,Bellings,Juniors,Chester George,1,3,10.5,Airlie Beach,QLD,4802,Caroline Tucker
01/01/2016,Bellings,Womens,Amy Buchanan,3,4.33,6.83,Balcatta,WA,6021,Tom McKenzie
01/01/2016,Bellings,Womens,Amy Buchanan,20,2.26,2.63,Marion,SA,5043,Ray Watson
01/01/2016,Bellings,Groceries,Chris Monroe,19,2.87,3.26,Ringwood,VIC,3134,Rachael Long
01/01/2016,Bellings,Juniors,Chester George,15,5.9,6.38,Lidcombe,NSW,2141,Lillian Pruitt
01/01/2016,Bellings,Kids,Elizabeth Gentry,19,2.95,3.33,Mackay,QLD,4740,Amber Ward
01/01/2016,Bellings,Home,Richard Carr,26,1.15,1.43,Burleigh Waters,QLD,4220,Ricky Wilkinson
01/01/2016,Bellings,Womens,Amy Buchanan,3,10,12.33,Yeppoon,QLD,4703,Amber Ward
01/01/2016,Bellings,Juniors,Chester George,15,8.68,9.14,Ballina,NSW,2478,Claire Bridges
01/01/2016,Bellings,Juniors,Chester George,5,5,6.35,Gladstone,QLD,4680,Amber Ward
01/01/2016,Bellings,Home,Richard Carr,11,1,1.6,Mt Gambier,SA,5290,Alex Nash
01/01/2016,Ready Wear,Juniors,Chester George,1,1,7.5,Belconnen,ACT,2617,George Chester
01/01/2016,Bellings,Juniors,Chester George,2,1,4.25,Harrisdale,WA,6112,Miles Hammond
01/01/2016,Bellings,Juniors,Chester George,22,4.99,5.28,Ashfield,NSW,2131,Lillian Pruitt
01/01/2016,Ready Wear,Accessories,Maggie Mayer,159,3.72,3.76,Belconnen,ACT,2617,George Chester
01/01/2016,Bellings,Juniors,Chester George,5,3.3,4.55,Balcatta,WA,6021,Tom McKenzie
01/01/2016,Ready Wear,Womens,Amy Buchanan,-1,9.99,3.75,Mascot,NSW,2020,Jeremy Garcia
01/01/2016,Ready Wear,Womens,Amy Buchanan,11,4.27,4.82,Chatswood,NSW,2067,Jeremy Garcia
01/01/2016,Ready Wear,Mens,Bruce Curran,4,11.5,13,Mascot,NSW,2020,Jeremy Garcia
01/01/2016,Bellings,Juniors,Chester George,2,7,10,Artarmon,NSW,2064,Jeremy Garcia
01/01/2016,Ready Wear,Juniors,Chester George,8,4.88,5.63,Altona,VIC,3018,Brian Hubbard
01/01/2016,Ready Wear,Juniors,Chester George,1,1,7,Indooroopilly,QLD,4068,Terri Wright
01/01/2016,Bellings,Juniors,Chester George,5,5,6.2,Burleigh Waters,QLD,4220,Ricky Wilkinson
01/01/2016,Bellings,Juniors,Chester George,2,10,13,Noosaville,QLD,4566,Shellie Thomas
01/01/2016,Bellings,Juniors,Chester George,9,6.11,6.78,Mackay,QLD,4740,Amber Ward
01/01/2016,Bellings,Juniors,Chester George,3,5.33,7.33,Berri,SA,5343,Alex Nash
01/01/2016,Bellings,Womens,Amy Buchanan,1,1,7,Balcatta,WA,6021,Tom McKenzie
01/01/2016,Ready Wear,Juniors,Chester George,1,-2.99,3,Chatswood,NSW,2067,Jeremy Garcia
01/01/2016,Bellings,Juniors,Chester George,2,4.51,7.51,Port Lincoln,SA,5607,Alex Nash
01/01/2016,Bellings,Juniors,Chester George,1,3,8.9,Balcatta,WA,6021,Tom McKenzie
01/01/2016,Bellings,Juniors,Chester George,9,6.21,6.86,Rockhampton,QLD,4700,Amber Ward
01/01/2016,Bellings,Juniors,Chester George,5,8.6,9.75,Ballina,NSW,2478,Claire Bridges
01/01/2016,Bellings,Kids,Elizabeth Gentry,4,4,5.4,Launceston,TAS,7250,Simone Prior
01/01/2016,Ready Wear,Womens,Amy Buchanan,8,8.38,9.08,Wagga Wagga,NSW,2650,John Gardner
01/01/2016,Bellings,Womens,Amy Buchanan,2,3,5.75,Toombul,QLD,4012,Terri Wright
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,3,2.67,4.5,Stafford,QLD,4053,Terri Wright
01/01/2016,Bellings,Juniors,Chester George,3,9,10.75,Lidcombe,NSW,2141,Lillian Pruitt
01/01/2016,Ready Wear,Juniors,Chester George,7,2.14,2.89,Nowra,NSW,2541,George Chester
01/01/2016,Bellings,Groceries,Chris Monroe,17,3.03,3.34,Ipswich,QLD,4305,Ricky Wilkinson
01/01/2016,Ready Wear,Home,Richard Carr,6,2.5,3.36,Underwood,QLD,4119,Terri Wright
01/01/2016,Bellings,Kids,Elizabeth Gentry,3,3,4.68,Prospect,SA,5082,Ray Watson
01/01/2016,Bellings,Womens,Amy Buchanan,7,14.28,15,Claremont,WA,6010,Tom McKenzie
01/01/2016,Bellings,Womens,Amy Buchanan,3,13.33,15,Alice Springs,NT,870,Michael Carney
01/01/2016,Ready Wear,Juniors,Chester George,24,3.33,3.54,Stafford,QLD,4053,Terri Wright
01/01/2016,Ready Wear,Juniors,Chester George,2,7.5,10,Bathurst,NSW,2795,John Gardner
01/01/2016,Bellings,Womens,Amy Buchanan,1,5,10,Sunbury,VIC,3429,Jerry Fulton
01/01/2016,Bellings,Womens,Amy Buchanan,3,8.33,10,Mildura,VIC,3500,Jerry Fulton
01/01/2016,Ready Wear,Juniors,Chester George,2,7.5,10,Epsom,VIC,3551,Jerry Fulton
01/01/2016,Bellings,Womens,Amy Buchanan,1,10,15,Esperance,WA,6450,John Harper
01/01/2016,Bellings,Womens,Amy Buchanan,1,5,10,Rosny Park,TAS,7018,Simone Prior
01/01/2016,Ready Wear,Accessories,Maggie Mayer,-1,5.99,1,Indooroopilly,QLD,4068,Terri Wright
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,18,0.98,1.25,Chatswood,NSW,2067,Jeremy Garcia
01/01/2016,Ready Wear,Groceries,Chris Monroe,4,0.67,1.87,Underwood,QLD,4119,Terri Wright
01/01/2016,Ready Wear,Juniors,Chester George,27,8.4,8.58,Wagga Wagga,NSW,2650,John Gardner
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,19,2.53,2.78,Albany,WA,6330,Miles Hammond
01/01/2016,Ready Wear,Womens,Amy Buchanan,13,7.18,7.54,North Lakes,QLD,4509,Ricky Wilkinson
01/01/2016,Bellings,Juniors,Chester George,12,9.66,10.04,Hervey Bay,QLD,4655,Amber Ward
01/01/2016,Bellings,Juniors,Chester George,1,1,5.5,Sunbury,VIC,3429,Jerry Fulton
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,35,3.67,3.8,Dubbo,NSW,2830,John Gardner
01/01/2016,Bellings,Juniors,Chester George,16,5.56,5.83,Joondalup,WA,6027,Tom McKenzie
01/01/2016,Bellings,Juniors,Chester George,8,5.74,6.28,Warrnambool,VIC,3280,Jerry Fulton
01/01/2016,Bellings,Juniors,Chester George,13,5.77,6.1,Artarmon,NSW,2064,Jeremy Garcia
01/01/2016,Bellings,Home,Richard Carr,5,1.4,2.25,Tweed Heads,NSW,2485,Claire Bridges
01/01/2016,Ready Wear,Juniors,Chester George,1,1.82,6,Belconnen,ACT,2617,George Chester
01/01/2016,Bellings,Juniors,Chester George,6,7.66,8.33,Prospect,SA,5082,Ray Watson
01/01/2016,Ready Wear,Womens,Amy Buchanan,11,3.18,3.54,Campbelltown,NSW,2560,George Chester
01/01/2016,Ready Wear,Womens,Amy Buchanan,2,3,5,Orange,NSW,2800,John Gardner
01/01/2016,Bellings,Juniors,Chester George,5,3.8,4.6,Sunbury,VIC,3429,Jerry Fulton
01/01/2016,Ready Wear,Home,Richard Carr,7,2,2.57,Southport,QLD,4215,Ricky Wilkinson
01/01/2016,Ready Wear,Mens,Bruce Curran,1,1,5,North Lakes,QLD,4509,Ricky Wilkinson
01/01/2016,Ready Wear,Womens,Amy Buchanan,1,1,5,Maroochydore,QLD,4558,Shellie Thomas
01/01/2016,Bellings,Womens,Amy Buchanan,4,3,4,Hervey Bay,QLD,4655,Amber Ward
01/01/2016,Bellings,Juniors,Chester George,-1,7.99,4,Wodonga,VIC,3690,Owen Pierce
01/01/2016,Ready Wear,Juniors,Chester George,-1,7.99,4,Underwood,QLD,4119,Terri Wright
01/01/2016,Bellings,Groceries,Chris Monroe,9,4.22,4.64,Nunawading,VIC,3131,Rachael Long
01/01/2016,Bellings,Juniors,Chester George,1,5,8.75,Lidcombe,NSW,2141,Lillian Pruitt
01/01/2016,Bellings,Shoes,Howard Wright,16,8.29,8.52,Toombul,QLD,4012,Terri Wright
01/01/2016,Bellings,Womens,Amy Buchanan,3,3,4.2,Gladstone,QLD,4680,Amber Ward
01/01/2016,Bellings,Groceries,Chris Monroe,3,0.17,1.37,Rosny Park,TAS,7018,Simone Prior
01/01/2016,Bellings,Womens,Amy Buchanan,6,11.16,11.75,Balcatta,WA,6021,Tom McKenzie
01/01/2016,Ready Wear,Juniors,Chester George,5,10,10.7,Wagga Wagga,NSW,2650,John Gardner
01/01/2016,Ready Wear,Womens,Amy Buchanan,7,8.86,9.36,Nowra,NSW,2541,George Chester
01/01/2016,Bellings,Juniors,Chester George,1,3,6.5,Ringwood,VIC,3134,Rachael Long
01/01/2016,Ready Wear,Juniors,Chester George,1,7,10.5,Ballarat,VIC,3353,Jerry Fulton
01/01/2016,Bellings,Home,Richard Carr,5,1.1,1.8,Inglewood,WA,6052,Tom McKenzie
01/01/2016,Bellings,Groceries,Chris Monroe,16,2.5,2.71,Prospect,SA,5082,Ray Watson
01/01/2016,Ready Wear,Juniors,Chester George,14,6.28,6.52,Epsom,VIC,3551,Jerry Fulton
01/01/2016,Ready Wear,Womens,Amy Buchanan,12,8.25,8.5,Ballarat,VIC,3353,Jerry Fulton
01/01/2016,Bellings,Groceries,Chris Monroe,17,0.95,1.13,Esperance,WA,6450,John Harper
01/01/2016,Ready Wear,Womens,Amy Buchanan,8,8.12,8.5,Alexandria,NSW,2015,Jeremy Garcia
01/01/2016,Bellings,Juniors,Chester George,2,8,9.51,Berri,SA,5343,Alex Nash
01/01/2016,Ready Wear,Juniors,Chester George,1,7,10,Campbelltown,NSW,2560,George Chester
01/01/2016,Ready Wear,Juniors,Chester George,1,7,10,Epping,VIC,3076,Brian Hubbard
01/01/2016,Ready Wear,Juniors,Chester George,1,7,10,Chadstone,VIC,3148,Rachael Long
01/01/2016,Bellings,Womens,Amy Buchanan,3,9.67,10.67,Mornington,VIC,3931,Owen Pierce
01/01/2016,Bellings,Womens,Amy Buchanan,1,1,4,Noosaville,QLD,4566,Shellie Thomas
01/01/2016,Bellings,Womens,Amy Buchanan,1,3,6,Seaford,SA,5169,Ray Watson
01/01/2016,Bellings,Groceries,Chris Monroe,11,2.19,2.45,Noarlunga,SA,5168,Ray Watson
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,1,2,4.86,Orange,NSW,2800,John Gardner
01/01/2016,Bellings,Womens,Amy Buchanan,16,1.81,1.98,Mt Gambier,SA,5290,Alex Nash
01/01/2016,Bellings,Juniors,Chester George,15,6.07,6.25,Maddington,WA,6109,Miles Hammond
01/01/2016,Bellings,Womens,Amy Buchanan,1,3,5.75,Claremont,WA,6010,Tom McKenzie
01/01/2016,Ready Wear,Womens,Amy Buchanan,1,0.01,2.75,Ballarat,VIC,3353,Jerry Fulton
01/01/2016,Bellings,Groceries,Chris Monroe,9,4.78,5.08,Marion,SA,5043,Ray Watson
01/01/2016,Bellings,Accessories,Maggie Mayer,50,5.53,5.58,Mornington,VIC,3931,Owen Pierce
01/01/2016,Bellings,Groceries,Chris Monroe,14,1.27,1.45,Cranbourne,VIC,3977,Owen Pierce
01/01/2016,Ready Wear,Juniors,Chester George,17,7.29,7.44,Mascot,NSW,2020,Jeremy Garcia
01/01/2016,Ready Wear,Womens,Amy Buchanan,3,7.67,8.5,Rydalmere,NSW,2116,Lillian Pruitt
01/01/2016,Ready Wear,Womens,Amy Buchanan,1,3,5.5,Orange,NSW,2800,John Gardner
01/01/2016,Ready Wear,Womens,Amy Buchanan,7,3,3.36,North Lakes,QLD,4509,Ricky Wilkinson
01/01/2016,Bellings,Groceries,Chris Monroe,22,2.9,3.01,Airlie Beach,QLD,4802,Caroline Tucker
01/01/2016,Bellings,Kids,Elizabeth Gentry,10,4.2,4.44,Toombul,QLD,4012,Terri Wright
01/01/2016,Ready Wear,Womens,Amy Buchanan,7,6.71,7.05,Maroochydore,QLD,4558,Shellie Thomas
01/01/2016,Bellings,Juniors,Chester George,7,10.42,10.75,Penrith,NSW,2750,John Gardner
01/01/2016,Bellings,Groceries,Chris Monroe,32,1.83,1.9,Fyshwick,ACT,2609,George Chester
01/01/2016,Bellings,Kids,Elizabeth Gentry,1,1,3.25,Shepparton,VIC,3630,Owen Pierce
01/01/2016,Bellings,Kids,Elizabeth Gentry,1,1,3.25,Wodonga,VIC,3690,Owen Pierce
01/01/2016,Bellings,Womens,Amy Buchanan,2,7.5,8.63,Mackay,QLD,4740,Amber Ward
01/01/2016,Ready Wear,Mens,Bruce Curran,8,1,1.28,Epping,VIC,3076,Brian Hubbard
01/01/2016,Bellings,Kids,Elizabeth Gentry,2,1,2.11,Nunawading,VIC,3131,Rachael Long
01/01/2016,Bellings,Juniors,Chester George,5,10,10.42,Marion,SA,5043,Ray Watson
01/01/2016,Bellings,Juniors,Chester George,4,8.5,9,Ipswich,QLD,4305,Ricky Wilkinson
01/01/2016,Ready Wear,Juniors,Chester George,3,9.33,10,Randwick,NSW,2031,Jeremy Garcia
01/01/2016,Bellings,Juniors,Chester George,2,6,7,Thornleigh,NSW,2120,Lillian Pruitt
01/01/2016,Ready Wear,Mens,Bruce Curran,1,3,5,Lismore,NSW,2480,Claire Bridges
01/01/2016,Bellings,Womens,Amy Buchanan,1,7,9,Penrith,NSW,2750,John Gardner
01/01/2016,Ready Wear,Intimate,Sara Ferrell,2,1,2,Altona,VIC,3018,Brian Hubbard
01/01/2016,Bellings,Womens,Amy Buchanan,1,3,5,Werribee,VIC,3030,Brian Hubbard
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,1,5,7,Indooroopilly,QLD,4068,Terri Wright
01/01/2016,Ready Wear,Intimate,Sara Ferrell,4,3,3.5,Southport,QLD,4215,Ricky Wilkinson
01/01/2016,Bellings,Womens,Amy Buchanan,1,5,7,Gympie,QLD,4570,Shellie Thomas
01/01/2016,Bellings,Womens,Amy Buchanan,1,7,9,Airlie Beach,QLD,4802,Caroline Tucker
01/01/2016,Ready Wear,Juniors,Chester George,1,3,5,Albany,WA,6330,Miles Hammond
01/01/2016,Bellings,Kids,Elizabeth Gentry,2,3.51,4.51,Penrith,NSW,2750,John Gardner
01/01/2016,Bellings,Shoes,Howard Wright,13,6.69,6.82,Cairns,QLD,4870,Caroline Tucker
01/01/2016,Ready Wear,Mens,Bruce Curran,1,1,2.74,Stafford,QLD,4053,Terri Wright
01/01/2016,Ready Wear,Womens,Amy Buchanan,8,10.28,10.5,Epping,VIC,3076,Brian Hubbard
01/01/2016,Bellings,Shoes,Howard Wright,13,8.46,8.59,Tweed Heads,NSW,2485,Claire Bridges
01/01/2016,Ready Wear,Juniors,Chester George,9,5.55,5.74,Epsom,VIC,3551,Jerry Fulton
01/01/2016,Bellings,Kids,Elizabeth Gentry,2,1,1.8,Mornington,VIC,3931,Owen Pierce
01/01/2016,Bellings,Groceries,Chris Monroe,-1,3.99,2.4,Berri,SA,5343,Alex Nash
01/01/2016,Bellings,Juniors,Chester George,3,11,11.52,Shepparton,VIC,3630,Owen Pierce
01/01/2016,Bellings,Juniors,Chester George,6,12.5,12.76,Claremont,WA,6010,Tom McKenzie
01/01/2016,Bellings,Juniors,Chester George,1,0.99,2.5,Burnie,TAS,7320,Simone Prior
01/01/2016,Bellings,Juniors,Chester George,2,10,10.76,Mornington,VIC,3931,Owen Pierce
01/01/2016,Bellings,Juniors,Chester George,2,10,10.76,Glenorchy,TAS,7010,Simone Prior
01/01/2016,Bellings,Home,Richard Carr,2,1.5,2.25,Ashfield,NSW,2131,Lillian Pruitt
01/01/2016,Bellings,Juniors,Chester George,1,1,2.5,Ulladulla,NSW,2539,George Chester
01/01/2016,Bellings,Juniors,Chester George,-1,3,1.5,Nunawading,VIC,3131,Rachael Long
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,8,2.25,2.44,Southport,QLD,4215,Ricky Wilkinson
01/01/2016,Bellings,Womens,Amy Buchanan,1,5,6.5,Mindarie,WA,6030,Tom McKenzie
01/01/2016,Bellings,Juniors,Chester George,3,5,5.5,Glenorchy,TAS,7010,Simone Prior
01/01/2016,Bellings,Womens,Amy Buchanan,1,5,6.5,Launceston,TAS,7250,Simone Prior
01/01/2016,Bellings,Womens,Amy Buchanan,5,6.2,6.5,Burnie,TAS,7320,Simone Prior
01/01/2016,Ready Wear,Juniors,Chester George,10,10.5,10.65,Bussleton,WA,6280,Miles Hammond
01/01/2016,Bellings,Kids,Elizabeth Gentry,1,4,5.4,Mildura,VIC,3500,Jerry Fulton
01/01/2016,Bellings,Kids,Elizabeth Gentry,1,4,5.4,Gympie,QLD,4570,Shellie Thomas
01/01/2016,Bellings,Womens,Amy Buchanan,1,1,2.25,Tweed Heads,NSW,2485,Claire Bridges
01/01/2016,Bellings,Juniors,Chester George,1,3,4.25,Glenorchy,TAS,7010,Simone Prior
01/01/2016,Ready Wear,Mens,Bruce Curran,-1,5.99,4.75,Albany,WA,6330,Miles Hammond
01/01/2016,Ready Wear,Mens,Bruce Curran,3,2.33,2.74,Nowra,NSW,2541,George Chester
01/01/2016,Bellings,Groceries,Chris Monroe,10,2.05,2.17,Mildura,VIC,3500,Jerry Fulton
01/01/2016,Ready Wear,Womens,Amy Buchanan,4,8.75,9,Caloundra,QLD,4551,Shellie Thomas
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,5,2,2.2,Chadstone,VIC,3148,Rachael Long
01/01/2016,Ready Wear,Intimate,Sara Ferrell,2,3,3.5,Chadstone,VIC,3148,Rachael Long
01/01/2016,Ready Wear,Shoes,Howard Wright,1,1,2,Epsom,VIC,3551,Jerry Fulton
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,2,4,4.5,Underwood,QLD,4119,Terri Wright
01/01/2016,Bellings,Juniors,Chester George,2,7.5,8,Mindarie,WA,6030,Tom McKenzie
01/01/2016,Bellings,Juniors,Chester George,9,9.92,10.03,Maddington,WA,6109,Miles Hammond
01/01/2016,Ready Wear,Groceries,Chris Monroe,1,0.99,1.86,Stafford,QLD,4053,Terri Wright
01/01/2016,Bellings,Kids,Elizabeth Gentry,2,5,5.41,Dural,NSW,2158,Lillian Pruitt
01/01/2016,Bellings,Accessories,Maggie Mayer,25,5.7,5.73,Port Lincoln,SA,5607,Alex Nash
01/01/2016,Ready Wear,Accessories,Maggie Mayer,45,0.98,1,Chatswood,NSW,2067,Jeremy Garcia
01/01/2016,Ready Wear,Accessories,Maggie Mayer,1,0.25,1,Stafford,QLD,4053,Terri Wright
01/01/2016,Bellings,Groceries,Chris Monroe,5,2.4,2.55,Rockhampton,QLD,4700,Amber Ward
01/01/2016,Bellings,Groceries,Chris Monroe,28,1.94,1.96,Alice Springs,NT,870,Michael Carney
01/01/2016,Bellings,Groceries,Chris Monroe,12,1.77,1.82,Maddington,WA,6109,Miles Hammond
01/01/2016,Ready Wear,Groceries,Chris Monroe,1,1.79,2.31,Rydalmere,NSW,2116,Lillian Pruitt
01/01/2016,Bellings,Juniors,Chester George,2,12.5,12.76,Gladstone,QLD,4680,Amber Ward
01/01/2016,Bellings,Womens,Amy Buchanan,14,2.93,2.97,Harrisdale,WA,6112,Miles Hammond
01/01/2016,Ready Wear,Womens,Amy Buchanan,1,1,1.5,Bathurst,NSW,2795,John Gardner
01/01/2016,Bellings,Shoes,Howard Wright,1,12,12.5,Mildura,VIC,3500,Jerry Fulton
01/01/2016,Bellings,Kids,Elizabeth Gentry,3,4.33,4.5,Toombul,QLD,4012,Terri Wright
01/01/2016,Bellings,Shoes,Howard Wright,1,12,12.5,Launceston,TAS,7250,Simone Prior
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,3,2.2,2.34,Mascot,NSW,2020,Jeremy Garcia
01/01/2016,Bellings,Groceries,Chris Monroe,13,1.51,1.54,Mackay,QLD,4740,Amber Ward
01/01/2016,Ready Wear,Juniors,Chester George,10,3.4,3.43,Orange,NSW,2800,John Gardner
01/01/2016,Bellings,Juniors,Chester George,1,10,10.25,Ringwood,VIC,3134,Rachael Long
01/01/2016,Ready Wear,Accessories,Maggie Mayer,-1,0.49,0.28,Collingwood,VIC,3066,Brian Hubbard
01/01/2016,Ready Wear,Accessories,Maggie Mayer,32,0.99,1,Campbelltown,NSW,2560,George Chester
01/01/2016,Bellings,Groceries,Chris Monroe,7,2.14,2.17,Launceston,TAS,7250,Simone Prior
01/01/2016,Bellings,Hosiery,Ella Hickman,8,0.25,0.27,Croydon,VIC,3136,Rachael Long
01/01/2016,Bellings,Groceries,Chris Monroe,38,2.2,2.2,Ashfield,NSW,2131,Lillian Pruitt
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,57,2.17,2.17,Epsom,VIC,3551,Jerry Fulton
01/01/2016,Ready Wear,Home,Richard Carr,24,3,3,Belconnen,ACT,2617,George Chester
01/01/2016,Ready Wear,Hosiery,Ella Hickman,3,0.99,1,Caloundra,QLD,4551,Shellie Thomas
01/01/2016,Ready Wear,Juniors,Chester George,17,7.82,7.82,Ballarat,VIC,3353,Jerry Fulton
01/01/2016,Bellings,Womens,Amy Buchanan,50,3.13,3.13,Ashfield,NSW,2131,Lillian Pruitt
01/01/2016,Bellings,Groceries,Chris Monroe,10,1.7,1.7,Cairns,QLD,4870,Caroline Tucker
01/01/2016,Ready Wear,Juniors,Chester George,4,10,10.01,Armidale,NSW,2350,Claire Bridges
01/01/2016,Ready Wear,Accessories,Maggie Mayer,4,2,2.01,Ballarat,VIC,3353,Jerry Fulton
01/01/2016,Bellings,Womens,Amy Buchanan,3,15,15,Cranbourne,VIC,3977,Owen Pierce
01/01/2016,Bellings,Juniors,Chester George,6,4.17,4.17,Ringwood,VIC,3134,Rachael Long
01/01/2016,Bellings,Juniors,Chester George,5,8.4,8.4,Berri,SA,5343,Alex Nash
01/01/2016,Ready Wear,Hosiery,Ella Hickman,3,1,1,Alexandria,NSW,2015,Jeremy Garcia
01/01/2016,Bellings,Mens,Bruce Curran,1,7,7,Thornleigh,NSW,2120,Lillian Pruitt
01/01/2016,Bellings,Shoes,Howard Wright,1,20,20,Lidcombe,NSW,2141,Lillian Pruitt
01/01/2016,Bellings,Groceries,Chris Monroe,1,2,2,Dural,NSW,2158,Lillian Pruitt
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,2,3,3,Armidale,NSW,2350,Claire Bridges
01/01/2016,Ready Wear,Hosiery,Ella Hickman,27,0.5,0.5,Armidale,NSW,2350,Claire Bridges
01/01/2016,Ready Wear,Intimate,Sara Ferrell,1,1,1,Campbelltown,NSW,2560,George Chester
01/01/2016,Ready Wear,Hosiery,Ella Hickman,5,1,1,Belconnen,ACT,2617,George Chester
01/01/2016,Ready Wear,Accessories,Maggie Mayer,1,1,1,Dubbo,NSW,2830,John Gardner
01/01/2016,Ready Wear,Accessories,Maggie Mayer,1,1,1,Collingwood,VIC,3066,Brian Hubbard
01/01/2016,Ready Wear,Kids,Elizabeth Gentry,2,1,1,Epping,VIC,3076,Brian Hubbard
01/01/2016,Bellings,Womens,Amy Buchanan,1,10,10,Ringwood,VIC,3134,Rachael Long
01/01/2016,Bellings,Juniors,Chester George,1,5,5,Croydon,VIC,3136,Rachael Long
01/01/2016,Ready Wear,Accessories,Maggie Mayer,2,1,1,Chadstone,VIC,3148,Rachael Long
01/01/2016,Ready Wear,Accessories,Maggie Mayer,4,1,1,Epsom,VIC,3551,Jerry Fulton
01/01/2016,Bellings,Womens,Amy Buchanan,6,5,5,Shepparton,VIC,3630,Owen Pierce
01/01/2016,Ready Wear,Shoes,Howard Wright,1,1,1,Stafford,QLD,4053,Terri Wright
01/01/2016,Ready Wear,Mens,Bruce Curran,5,0.5,0.5,Indooroopilly,QLD,4068,Terri Wright
01/01/2016,Ready Wear,Shoes,Howard Wright,2,1,1,Indooroopilly,QLD,4068,Terri Wright
01/01/2016,Ready Wear,Mens,Bruce Curran,2,5,5,Underwood,QLD,4119,Terri Wright
